domainId,categoryId,categoryTitle,breadcrumb,mediaGroup,name,subName,pen,sel,reach,benchmarkPen
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Credit Card,Visa Inc.,2.3,1.2,7418,1.9166666666666665
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Standard Chartered,,1.1,1.2,3595,0.9166666666666667
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",UBS,,0.4,1.2,1406,0.33333333333333337
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Credit Card,MasterCard,5.2,1.19,16685,4.369747899159664
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Credit Card,Maestro (debit card),0.9,1.19,3042,0.7563025210084034
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",AXA,,7.8,1.18,24979,6.610169491525424
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Allianz,,2.8,1.15,9003,2.4347826086956523
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Santander Group,,1.2,1.15,3925,1.0434782608695652
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Credit Card,Visa Debit,1.2,1.14,3690,1.0526315789473684
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Credit Card,Citigroup (banking),0.6,1.12,2063,0.5357142857142857
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Credit Card,Debit MasterCard,1,1.11,3048,0.9009009009009008
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",ICICI Bank,,1.2,0.81,3783,1.4814814814814814
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Citibank,,3.5,0.78,11290,4.487179487179487
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Goldman Sachs,,2.7,0.71,8739,3.802816901408451
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Morgan Stanley,,2.6,0.69,8326,3.768115942028986
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Wells Fargo (banking),,2.3,0.66,7244,3.4848484848484844
brands-relationship,brands-relationship-bank-insurance,Bank & Insurance,Brands relationship > Bank & Insurance,"Finance, insurance & property",Bank of America (banking),,1.7,0.56,5400,3.035714285714285
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Verano,,0.4,1.4,1390,0.28571428571428575
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Hello Products,1.6,1.32,5146,1.2121212121212122
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Elcam Medical,,0.3,1.32,964,0.22727272727272727
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Milan Laser,,1.8,1.31,5783,1.3740458015267176
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,MedSource Labs,0.3,1.28,1035,0.234375
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Zen Leaf,,0.6,1.27,1907,0.47244094488188976
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",D4C,,2,1.25,6336,1.6
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Rok Spa,,0.7,1.2,2184,0.5833333333333334
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Sensodyne,0.5,1.19,1637,0.42016806722689076
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Hair products,Bumble and bumble,0.3,1.15,847,0.2608695652173913
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Perfume,Dior Homme (apparel),1.5,1.13,4821,1.3274336283185841
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Ivy RX,,1.2,1.09,3940,1.1009174311926604
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Oral-B,3.5,1.08,11249,3.2407407407407405
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Listerine,2.9,1.06,9150,2.735849056603773
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Hair products,Aveda,0.8,1.04,2535,0.7692307692307693
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Perfume,Acqua di Parma (fashion brand),0.6,0.97,1812,0.6185567010309279
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Penhaligon's (cosmetics),0.3,0.94,1003,0.3191489361702128
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Eucerin,3.8,0.93,12161,4.086021505376344
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Crest (toothpaste),2.5,0.93,8144,2.6881720430107525
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Axe (brand),0.6,0.92,1782,0.6521739130434782
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Perfume,Kenzo (brand),2.7,0.9,8744,3
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Olay,0.8,0.9,2542,0.888888888888889
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Nivea,4.4,0.89,14187,4.943820224719102
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Gillette (brand),2.2,0.89,6965,2.471910112359551
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Neutrogena,1.7,0.88,5396,1.9318181818181817
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Avène,2.7,0.87,8767,3.1034482758620694
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Perfume,Parfums Christian Dior,1.3,0.87,4040,1.4942528735632183
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Kat Von D,1.8,0.86,5881,2.0930232558139537
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Tampax,0.4,0.85,1241,0.4705882352941177
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Vaseline,0.3,0.85,965,0.35294117647058826
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Perfume,Parfums Givenchy,2.6,0.84,8257,3.0952380952380953
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Biotherm,2.7,0.83,8808,3.2530120481927716
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Bioderma,2.4,0.83,7661,2.891566265060241
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,The Body Shop,2,0.83,6296,2.4096385542168677
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,"Coty, Inc.",0.4,0.83,1368,0.48192771084337355
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Always brand,0.3,0.83,1026,0.3614457831325301
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,ICI Paris XL,9.4,0.82,30185,11.463414634146343
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Vichy,1.1,0.82,3671,1.3414634146341464
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Estée Lauder Companies,2.4,0.81,7773,2.962962962962963
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Hair products,Kérastase,2,0.81,6287,2.4691358024691357
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Est√©e Lauder,2.4,0.8,7817,2.9999999999999996
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,L'Occitane en Provence,1.4,0.8,4381,1.7499999999999998
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Clean & Clear,0.4,0.8,1145,0.5
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Clinique,8.2,0.79,26211,10.379746835443036
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,La Roche-Posay,4,0.79,12861,5.063291139240506
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Hair products,Revlon,0.8,0.78,2471,1.0256410256410258
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Make Up For Ever,3.4,0.77,10924,4.415584415584416
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Caudalie,2.4,0.77,7755,3.1168831168831166
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Diptyque (cosmetics),0.7,0.77,2257,0.9090909090909091
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Yves Rocher,1.6,0.76,5259,2.1052631578947367
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Hair products,Wella,1.1,0.75,3601,1.4666666666666668
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Hair products,L'Oreal Professionnel,1.8,0.74,5738,2.4324324324324325
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,L'Oréal,12.3,0.73,39393,16.84931506849315
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Hair products,Garnier,1,0.73,3110,1.36986301369863
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Eyes Lips Face,0.8,0.72,2705,1.1111111111111112
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Sephora,10.8,0.71,34495,15.211267605633804
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,MAC Cosmetics,8.5,0.71,27353,11.971830985915494
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Clarins,3.9,0.71,12428,5.492957746478873
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Hair products,Redken,1.6,0.69,5043,2.3188405797101455
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,NARS Cosmetics,4.1,0.68,13286,6.029411764705881
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Shiseido,2.2,0.67,6962,3.283582089552239
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Aesop (author),,0.4,0.65,1233,0.6153846153846154
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Lancôme,5.7,0.64,18177,8.90625
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Urban Decay (cosmetics),1.7,0.64,5599,2.65625
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Hair products,Head & Shoulders,0.3,0.64,975,0.46875
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Birchbox,0.2,0.64,791,0.3125
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Kiehl's,2.9,0.63,9165,4.603174603174603
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Benefit Cosmetics,1.7,0.59,5576,2.8813559322033897
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Maybelline,1.4,0.57,4337,2.456140350877193
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Hair products,Pantene,0.2,0.55,740,0.36363636363636365
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Bobbi brown,0.5,0.54,1576,0.9259259259259258
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Feminine hygiene (toiletries),0.3,0.53,832,0.5660377358490566
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Laura Mercier Cosmetics,0.2,0.49,692,0.40816326530612246
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Dove (toiletries),0.2,0.48,739,0.4166666666666667
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Cosmetics,Origins (cosmetics),0.6,0.46,1859,1.3043478260869563
brands-relationship,brands-relationship-beauty-personal-care,Beauty & Personal care,Brands relationship > Beauty & Personal care,"Health, wellness & beauty",Toiletries,Lush (company),0.2,0.42,637,0.4761904761904762
brands-relationship,brands-relationship-better-business-bureau,Better Business Bureau,Brands relationship > Better Business Bureau,"Logistics, consulting & institutions",Better Business Bureau,,3.7,1.33,11863,2.781954887218045
brands-relationship,brands-relationship-blaze-grills,Blaze Grills,Brands relationship > Blaze Grills,"Food, drinks & hospitality",Blaze Grills,,8.2,1.39,26209,5.899280575539568
brands-relationship,brands-relationship-blue-earth,Blue Earth,Brands relationship > Blue Earth,Energy & industrial,Blue Earth,,1.9,1.36,6082,1.3970588235294117
brands-relationship,brands-relationship-bobbejaanland,Bobbejaanland,Brands relationship > Bobbejaanland,Entertainment & destinations,Bobbejaanland,,8.2,0.88,26295,9.318181818181817
brands-relationship,brands-relationship-boxer-retail,Boxer Retail,Brands relationship > Boxer Retail,Retail & commerce,Boxer Retail,,0.9,1.33,2980,0.6766917293233082
brands-relationship,brands-relationship-california-custom,California Custom,Brands relationship > California Custom,Retail & commerce,California Custom,,2,1.55,6402,1.2903225806451613
brands-relationship,brands-relationship-champions-burger,Champions Burger,Brands relationship > Champions Burger,"Food, drinks & hospitality",Champions Burger,,2.2,1.35,6958,1.6296296296296298
brands-relationship,brands-relationship-chance-the-rapper,Chance The Rapper,Brands relationship > Chance The Rapper,"Music, media & personalities",Chance The Rapper,,0.4,0.85,1243,0.4705882352941177
brands-relationship,brands-relationship-conglomerate-companies,Conglomerate companies,Brands relationship > Conglomerate companies,Conglomerates,PepsiCo,,1.5,1.12,4892,1.3392857142857142
brands-relationship,brands-relationship-conglomerate-companies,Conglomerate companies,Brands relationship > Conglomerate companies,Conglomerates,Groupe Danone,,0.5,1.09,1587,0.4587155963302752
brands-relationship,brands-relationship-conglomerate-companies,Conglomerate companies,Brands relationship > Conglomerate companies,Conglomerates,Unilever,,1.8,1.06,5912,1.6981132075471699
brands-relationship,brands-relationship-conglomerate-companies,Conglomerate companies,Brands relationship > Conglomerate companies,Conglomerates,"Mars, Incorporated",,0.8,0.99,2562,0.8080808080808082
brands-relationship,brands-relationship-conglomerate-companies,Conglomerate companies,Brands relationship > Conglomerate companies,Conglomerates,Nestlé,,4.6,0.97,14879,4.742268041237113
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",Risk Strategies,,2.6,1.41,8195,1.843971631205674
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",GBB Venture,,5.1,1.38,16296,3.6956521739130435
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",Nativo,,3.4,1.34,10911,2.5373134328358207
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",JSMM Tech,,3,1.24,9550,2.4193548387096775
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",McKinsey & Company,,0.8,1.21,2426,0.6611570247933884
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",Wunderkind,,4.1,1.19,12997,3.445378151260504
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",Boston Consulting Group,,1.1,1.19,3510,0.9243697478991598
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",Indeed.com (careers),,6.1,1.18,19483,5.169491525423728
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",Wpromote,,3.8,1.18,12278,3.2203389830508473
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",Accenture,,0.6,1.16,2085,0.5172413793103449
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",Ernst & Young,,0.9,1.15,2928,0.782608695652174
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",PricewaterhouseCoopers,,0.8,1.15,2462,0.6956521739130436
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",Deloitte,,1.2,1.12,3972,1.0714285714285714
brands-relationship,brands-relationship-consulting,Consulting,Brands relationship > Consulting,"Logistics, consulting & institutions",KPMG,,0.5,1.07,1729,0.4672897196261682
brands-relationship,brands-relationship-coors-light,Coors Light,Brands relationship > Coors Light,"Food, drinks & hospitality",Coors Light,,0.8,1.1,2580,0.7272727272727273
brands-relationship,brands-relationship-corcentric,Corcentric,Brands relationship > Corcentric,Fintech & B2B money operations,Corcentric,,0.8,1.37,2601,0.583941605839416
brands-relationship,brands-relationship-cork-barrel,Cork & Barrel,Brands relationship > Cork & Barrel,"Food, drinks & hospitality",Cork & Barrel,,0.3,1.28,877,0.234375
brands-relationship,brands-relationship-delivery-services,Delivery services,Brands relationship > Delivery services,"Logistics, consulting & institutions",FedEx,,2,1.08,6339,1.8518518518518516
brands-relationship,brands-relationship-delivery-services,Delivery services,Brands relationship > Delivery services,"Logistics, consulting & institutions",DHL Express,,2.4,1.03,7715,2.3300970873786406
brands-relationship,brands-relationship-delivery-services,Delivery services,Brands relationship > Delivery services,"Logistics, consulting & institutions",United States Postal Service,,0.4,1.03,1261,0.3883495145631068
brands-relationship,brands-relationship-delivery-services,Delivery services,Brands relationship > Delivery services,"Logistics, consulting & institutions",Food delivery services,Ubereats,5.8,0.99,18719,5.858585858585858
brands-relationship,brands-relationship-delivery-services,Delivery services,Brands relationship > Delivery services,"Logistics, consulting & institutions",Food delivery services,Takeaway.com,9.4,0.97,30203,9.690721649484537
brands-relationship,brands-relationship-delivery-services,Delivery services,Brands relationship > Delivery services,"Logistics, consulting & institutions",Food delivery services,Just Eat,2.8,0.93,8868,3.0107526881720426
brands-relationship,brands-relationship-displate,Displate,Brands relationship > Displate,Retail & commerce,Displate,,3.6,1.33,11602,2.706766917293233
brands-relationship,brands-relationship-divalto,Divalto,Brands relationship > Divalto,Technology & business software,Divalto,,5.3,1.37,17094,3.868613138686131
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Rebel Wine Bar,1.2,1.36,3892,0.8823529411764705
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Audrey Wilkinson,1.8,1.32,5706,1.3636363636363635
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Soft drinks,Water,1.9,1.31,5945,1.450381679389313
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Birra Peroni,2.6,1.3,8488,2
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Beer,0.3,1.29,1039,0.23255813953488372
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Total Wine,5.3,1.28,16899,4.140625
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",BlueGreen Cafe yard,,1.3,1.28,4063,1.015625
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Cann Social Tonics,,0.6,1.28,1992,0.46875
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",WYNK,,0.8,1.25,2529,0.64
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Liquors & spirits,0.4,1.25,1185,0.32
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Nello,,2.2,1.22,7143,1.8032786885245904
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Beer,1.4,1.21,4389,1.1570247933884297
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Soft drinks,Tea,0.9,1.19,2804,0.7563025210084034
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Soft drinks,Tea,0.4,1.19,1325,0.33613445378151263
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Soft drinks,Juice,3.2,1.18,10405,2.7118644067796613
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Liquors & spirits,1.1,1.18,3572,0.9322033898305085
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Beer,1.1,1.17,3483,0.9401709401709403
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Soft drinks,Water,1.4,1.16,4557,1.206896551724138
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Liquors & spirits,1.3,1.16,4022,1.120689655172414
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Beer,1.1,1.16,3629,0.9482758620689656
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Liquors & spirits,0.3,1.16,1082,0.25862068965517243
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Soft drinks,Soda,0.3,1.16,1003,0.25862068965517243
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Beer,1,1.15,3236,0.8695652173913044
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",True Citrus,,0.4,1.15,1309,0.3478260869565218
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Liquors & spirits,5.3,1.14,17044,4.6491228070175445
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Soft drinks,Energy drinks,3.5,1.14,11307,3.0701754385964914
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Beer,1.3,1.14,4065,1.1403508771929827
brands-relationship,brands-relationship-drinks,Drinks,Brands relationship > Drinks,"Food, drinks & hospitality",Alcoholic drinks,Beer,1.1,1.14,3457,0.9649122807017545
