Criteria Name;Target Size;Benchmark Size;Target Penetration;Benchmark Penetration;Score
Sport Games;59815;1411341;0.1864557356608479;0.18094115384615383;49
Sport Media;21625;540692;0.06740960099750623;0.06931948717948717;25
Sport brands;155735;4029743;0.4854582294264339;0.5166337179487179;59
Sport clothing;196158;4497334;0.6114650872817955;0.576581282051282;83
Sport equipments;114301;2814208;0.3562998753117207;0.36079589743589746;59
Sport exercises;41483;1066859;0.12931109725685785;0.13677679487179487;27
Sport food;52966;1367953;0.16510598503740648;0.17537858974358975;29
Sport organizations;148642;3514911;0.4633478802992519;0.4506296153846154;74
Sports tracker;46721;1074898;0.14563902743142146;0.1378074358974359;49
Startup;127240;2735490;0.39663341645885286;0.35070384615384614;81
Startup investment;139875;3091413;0.4360193266832918;0.396335;80
State Institutions;52696;1222424;0.1642643391521197;0.15672102564102564;50
Stationery;70902;1715105;0.22101620947630923;0.2198852564102564;47
