Criteria Name;Target Size;Benchmark Size;Target Penetration;Benchmark Penetration;Score
Casino;44850;1094921;0.13980673316708228;0.14037448717948717;57
Casino games;38627;893667;0.12040835411471322;0.1145726923076923;66
Casio;15714;366890;0.04898379052369077;0.04703717948717949;54
Castrol;5714;110031;0.017811720698254364;0.014106538461538462;79
Casual game;32504;1043805;0.1013216957605985;0.13382115384615384;9
Cate Blanchett;985;31764;0.003070448877805486;0.004072307692307692;0
Cathay Pacific;16686;399265;0.05201371571072319;0.05118782051282051;50
Cats;107490;3477382;0.33506857855361594;0.44581820512820514;13
Cats (Topic);117861;3731156;0.36739713216957604;0.47835333333333335;18
Cats (musical);2815;71664;0.008774937655860349;0.009187692307692308;33
Caudalie;7755;244783;0.024173940149625935;0.0313824358974359;9
Cement;14449;272962;0.04504052369077307;0.034995128205128206;83
Center Parcs;28607;741589;0.08917394014962593;0.09507551282051283;39
Central Bark;874;21736;0.002724438902743142;0.0027866666666666665;0
Central heating;81107;1539689;0.25282730673316706;0.19739602564102565;95
Century 21 Real Estate;37849;788626;0.11798316708229427;0.10110589743589743;79
Cereal;16573;418962;0.05166147132169576;0.053713076923076926;39
Cerelac;2602;90777;0.008110972568578553;0.011638076923076923;4
Certified Pre-Owned;13667;227461;0.04260286783042394;0.029161666666666666;91
Champagne;58821;1377792;0.1833572319201995;0.17664;70
Champagne Krug;5900;141623;0.01839152119700748;0.018156794871794873;45
Champion (sportswear);5721;174075;0.01783354114713217;0.022317307692307692;11
Champions Burger;6958;125706;0.021689526184538652;0.016116153846153846;84
Chance The Rapper;1243;35521;0.0038746882793017456;0.004553974358974359;17
Chance The Rapper (musical artist);1245;35434;0.003880922693266833;0.004542820512820513;17
Chanel;96166;2636742;0.29976932668329176;0.33804384615384614;48
Channing Tatum (actor);889;50765;0.002771197007481297;0.006508333333333333;0
Chantelle (lingerie);4794;179390;0.014943890274314215;0.02299871794871795;2
Chapel Hill Tire;1090;17355;0.0033977556109725687;0.002225;91
Charitable organization;55984;1517681;0.1745137157107232;0.1945744871794872;39
Charity and causes;67156;1731790;0.20933915211970075;0.222024358974359;53
Charity shop;11267;236910;0.0351215710723192;0.030373076923076923;70
Charles Leclerc;3056;61299;0.009526184538653367;0.007858846153846154;73
Charli XCX;1683;56138;0.005246259351620947;0.0071971794871794875;6
Charlize Theron;4185;106638;0.013045511221945137;0.013671538461538462;33
Chaumet;7009;173014;0.021848503740648378;0.02218128205128205;40
CheapTickets;11459;273181;0.03572007481296758;0.03502320512820513;48
Cheapflights;15854;410366;0.04942019950124688;0.05261102564102564;35
Cheddar cheese;4250;108790;0.013248129675810474;0.013947435897435898;33
Cheese;67872;1740492;0.211571072319202;0.22314;55
Cheetos;1475;35384;0.00459788029925187;0.004536410256410256;43
Chelsea F.C.;22918;546362;0.07144014962593516;0.07004641025641026;53
Chemical (industry);33545;662342;0.10456670822942643;0.08491564102564103;84
Chemistry (science);29747;831038;0.09272755610972569;0.10654333333333334;26
Chess;10617;240172;0.03309538653366584;0.03079128205128205;58
Chevrolet;68905;1191578;0.21479114713216957;0.15276641025641025;96
Chevrolet Camaro (vehicle);17183;298625;0.05356296758104738;0.03828525641025641;90
Chevrolet Colorado (vehicle);3381;57155;0.01053927680798005;0.007327564102564103;88
Chevrolet Corvette (vehicle);18830;331545;0.058697007481296755;0.04250576923076923;89
Chevrolet Silverado (vehicle);5219;91766;0.016268703241895263;0.011764871794871795;86
Chevrolet Tahoe (vehicle);3248;57964;0.010124688279301746;0.0074312820512820515;84
Chicago Bulls (basketball team);2935;71465;0.009149002493765586;0.009162179487179487;41
Chicago Marathon;4585;119117;0.014292394014962594;0.015271410256410257;30
Chicco;3196;198805;0.009962593516209477;0.025487820512820513;0
Chicken (food);29425;770704;0.09172381546134663;0.09880820512820512;38
Child;99722;3022680;0.31085411471321694;0.3875230769230769;24
Child care (children & parenting);67677;2018376;0.21096321695760598;0.25876615384615387;23
Child development (primary & secondary education);18194;735193;0.056714463840399;0.09425551282051282;1
Child safety seat (vehicles);33976;1110350;0.10591022443890274;0.1423525641025641;8
Childhood (children & parenting);31187;1051112;0.09721633416458852;0.13475794871794872;6
Children's Day (holiday);13854;452054;0.0431857855361596;0.057955641025641026;7
Children's clothing (apparel);66774;2256163;0.20814837905236908;0.2892516666666667;6
Children's literature (literature);24931;702092;0.0777150872817955;0.09001179487179488;24
Children's music (music);7330;213589;0.022849127182044886;0.027383205128205128;15
Children's song (music);1230;31104;0.003834164588528678;0.0039876923076923075;34
Chili pepper;5031;134533;0.015682668329177057;0.017247820512820512;26
China;34434;836863;0.10733790523690773;0.1072901282051282;54
Chinese Culture;6733;174981;0.020988154613466335;0.022433461538461538;31
Chinese Language;3078;99946;0.009594763092269327;0.012813589743589744;7
Chinese Martial Arts;8434;225395;0.026290523690773067;0.028896794871794872;27
Chinese Restaurant;2847;99997;0.008874688279301745;0.012820128205128204;4
Chinese cuisine;35521;1007788;0.11072630922693266;0.12920358974358975;25
Chivas Regal;5314;122338;0.01656483790523691;0.015684358974358974;51
Chloé (apparel);8229;249099;0.02565149625935162;0.03193576923076923;12
Chocolate;86112;2619861;0.268428927680798;0.33587961538461536;22
Chocolate brownie (baked goods);21830;736827;0.06804862842892768;0.094465;6
Choir;8623;246933;0.026879675810473815;0.03165807692307692;18
Cholesterol;13052;318332;0.0406857855361596;0.04081179487179487;45
Chopard;37154;907681;0.11581670822942644;0.11636935897435897;54
Chris Brown;2226;62433;0.0069389027431421444;0.008004230769230769;19
Chris Hemsworth (actor);2850;75123;0.008884039900249377;0.009631153846153847;28
Chris Pratt (actor);2868;74339;0.008940149625935163;0.009530641025641025;30
Chris Rock;951;28305;0.0029644638403990026;0.003628846153846154;0
Christian Dior;54393;1450635;0.16955423940149625;0.18597884615384616;42
Christian Louboutin;5912;150980;0.018428927680798006;0.019356410256410255;34
Christian Petty;5361;130214;0.01671134663341646;0.016694102564102566;42
Christie's;9464;210698;0.029501246882793018;0.027012564102564102;60
Chrysler;19759;331083;0.0615928927680798;0.04244653846153846;93
Cider;3665;153810;0.011424563591022443;0.01971923076923077;1
Cinema of India;4793;154691;0.01494077306733167;0.019832179487179486;7
Ciocca Auto group;38663;619887;0.12052057356608478;0.07947269230769231;96
Circular Saw;5554;102093;0.017312967581047382;0.013088846153846154;83
Citibank;11290;349742;0.03519326683291771;0.04483871794871795;10
Citigroup (banking);2063;44702;0.006430798004987531;0.005731025641025641;61
Citroën;140293;2565555;0.437322319201995;0.3289173076923077;98
Citroën C3;32773;571859;0.10216022443890274;0.07331525641025641;92
Clarins;12428;424459;0.03874064837905237;0.054417820512820514;5
Classic Chevy Sugar Land;1341;21374;0.004180174563591023;0.0027402564102564104;91
Classic car;83081;1465092;0.2589806733167082;0.1878323076923077;97
Classical music;79660;2423024;0.24831670822942645;0.3106441025641026;21
Clean & Clear;1145;34763;0.003569201995012469;0.004456794871794872;11
Cleanliness;55214;1211440;0.17211346633416458;0.15531282051282053;78
Cleveland Cavaliers (basketball team);1401;38607;0.004367206982543641;0.004949615384615385;21
Cleveland Clinic;1283;23900;0.003999376558603491;0.003064102564102564;80
Cleveland Golf;2665;68230;0.008307356608478802;0.008747435897435898;32
Climate;31437;733433;0.09799563591022444;0.0940298717948718;61
Climate engineering;8537;166528;0.026611596009975064;0.021349743589743588;78
Climbing;29789;730239;0.09285847880299251;0.09362038461538462;50
Clinique;26211;805290;0.08170511221945137;0.10324230769230769;12
Clothes dryer;31159;720667;0.0971290523690773;0.09239320512820513;63
Clothes iron;14851;344719;0.04629364089775561;0.04419474358974359;55
Cloud computing;76779;1809714;0.2393360349127182;0.23201461538461537;75
Club Med;30816;695869;0.09605985037406484;0.08921397435897437;67
Club Pilates;6407;134579;0.019971945137157106;0.01725371794871795;68
Clube Atlético Mineiro (soccer team);401;37178;0.00125;0.004766410256410256;0
Clube de Regatas do Flamengo;5802;264621;0.018086034912718204;0.03392576923076923;0
Clube de Regatas do Flamengo (soccer team);5802;264621;0.018086034912718204;0.03392576923076923;0
Coachella Valley Music and Arts Festival;6302;163895;0.019644638403990024;0.021012179487179487;31
Coaching;109269;3384003;0.3406140897755611;0.4338465384615385;21
Coat (clothing);53056;1511714;0.16538653366583542;0.19380948717948718;28
Coca-Cola;35792;837693;0.11157107231920199;0.10739653846153846;62
Coca-Cola Zero;7450;173784;0.023223192019950125;0.02228;50
Cocktail;81645;2068610;0.25450436408977556;0.26520641025641023;62
Coco Chanel;17607;522907;0.054884663341645885;0.06703935897435898;15
Coffee;125148;3562333;0.3901122194513716;0.456709358974359;45
Coffee roasting;26672;666613;0.08314214463840398;0.08546320512820513;45
Coffeehouses;81999;2052458;0.255607855361596;0.263135641025641;65
Coffeemaker;41305;936063;0.12875623441396508;0.12000807692307693;70
Cognac;5742;138538;0.017899002493765585;0.01776128205128205;44
Cointreau;3572;73666;0.011134663341645885;0.009444358974358974;70
Cola;5468;120658;0.017044887780548627;0.015468974358974359;60
Coldplay;4032;118198;0.01256857855361596;0.015153589743589744;14
Collecting;39894;1078100;0.124357855361596;0.1382179487179487;35
College;28163;760752;0.08778990024937657;0.0975323076923077;31
Columbia Sportswear;6885;168448;0.02146197007481297;0.021595897435897436;42
Comedy Central;9094;226638;0.02834788029925187;0.029056153846153846;39
Comedy club;14371;385210;0.04479738154613466;0.049385897435897434;28
Comedy movies;83888;2364474;0.26149625935162096;0.30313769230769233;38
Comedy-drama;5408;143030;0.01685785536159601;0.018337179487179486;28
Comic book;31315;941627;0.09761533665835412;0.12072141025641026;15
Comics;61777;1935982;0.19257169576059852;0.2482028205128205;13
Comme des Garçons (apparel);8630;345642;0.02690149625935162;0.04431307692307692;1
Commercial fishing;6299;144223;0.019635286783042393;0.018490128205128204;53
Communication;91139;2266208;0.2840991271820449;0.2905394871794872;69
Community (TV series);918;19819;0.0028615960099750625;0.002540897435897436;0
Community issues;36096;789962;0.11251870324189527;0.10127717948717949;74
Complex (magazine);1946;44815;0.006066084788029925;0.00574551282051282;50
Computer network;62179;1358961;0.19382481296758106;0.17422576923076924;80
Computer programming;44180;1016903;0.13771820448877806;0.1303721794871795;68
Computer science;105612;2489973;0.329214463840399;0.31922730769230767;80
Computer security;46589;932764;0.14522755610972568;0.1195851282051282;85
Computers;210567;4890738;0.6563809226932669;0.6270176923076923;94
Computing;76710;1626641;0.2391209476309227;0.20854371794871795;86
Concealer (cosmetics);13905;499361;0.043344763092269326;0.06402064102564102;3
Concept car;12845;218367;0.040040523690773065;0.02799576923076923;90
Conceptual art;11621;315698;0.03622506234413965;0.04047410256410256;26
Concerts;154580;4417507;0.48185785536159603;0.5663470512820513;51
Concerts and live music (music event);13265;457642;0.04134975062344139;0.05867205128205128;5
Concrete;116732;2729987;0.3638778054862843;0.34999833333333336;83
Condé Nast;2639;59483;0.008226309226932668;0.007626025641025641;54
Condé Nast (entertainment & media);3452;88772;0.010760598503740648;0.011381025641025642;32
Condé Nast Traveler;25461;644605;0.07936720698254364;0.08264166666666667;43
Conor McGregor;2039;60567;0.006355985037406484;0.007765;13
Construction;232037;5095970;0.7233073566084788;0.6533294871794871;97
Construction and management simulation (video games);13252;349315;0.04130922693266833;0.04478397435897436;31
Consulting firm;28380;642495;0.08846633416458853;0.08237115384615384;65
Consumer electronics;228002;5178493;0.7107294264339152;0.663909358974359;96
Contactless payment;9528;207910;0.02970074812967581;0.026655128205128206;63
Contagion;1066;28280;0.0033229426433915212;0.0036256410256410255;26
Contemporary R&B;26909;794998;0.08388092269326683;0.10192282051282052;17
Contemporary R&B (music);26813;804119;0.08358167082294264;0.10309217948717948;15
Contemporary art;73023;2110492;0.22762780548628428;0.27057589743589744;30
Contemporary art gallery;60273;1632240;0.18788341645885287;0.20926153846153847;40
Contemporary dance;16888;474705;0.05264339152119701;0.06085961538461539;22
Contemporary romance (literature);18793;649958;0.05858167082294264;0.08332794871794871;5
Content Creation (Topic);53107;1617977;0.16554551122194514;0.2074329487179487;17
Content marketing;33603;902389;0.10474750623441396;0.11569089743589743;34
Continental AG;12195;206809;0.0380143391521197;0.02651397435897436;90
Continuing education;16318;405238;0.050866583541147134;0.05195358974358975;43
Convenience food;10304;258613;0.03211970074812968;0.03315551282051282;38
Convenience store;42217;1137533;0.1315991271820449;0.1458375641025641;36
Converse (shoe company);6098;172693;0.019008728179551123;0.022140128205128205;19
Conversion marketing;4893;130576;0.015252493765586034;0.01674051282051282;26
Cookbook (publications);47650;1396407;0.1485349127182045;0.17902653846153846;22
Cooking;195237;5020861;0.6085941396508728;0.6437001282051282;82
Cooking (Topic);221561;6370773;0.6906514962593516;0.8167657692307693;63
Coors Brewing Company (beer);2592;56547;0.008079800498753117;0.007249615384615385;60
Coors Light;2580;57069;0.008042394014962593;0.007316538461538461;58
Corcentric;2601;46232;0.00810785536159601;0.005927179487179487;84
CordBrick;8756;142214;0.027294264339152118;0.018232564102564103;92
Cork & Barrel;877;16622;0.002733790523690773;0.002131025641025641;0
Corona (beer);7537;174979;0.023494389027431423;0.02243320512820513;51
Corporation;73664;1532933;0.22962593516209476;0.1965298717948718;87
Cosmetics;135045;4425462;0.42096321695760597;0.567366923076923;13
Cosmetology;23002;735792;0.07170199501246882;0.09433230769230769;9
Cosmopolitan (magazine);17076;426999;0.05322942643391521;0.05474346153846154;42
Cosplay;25669;858360;0.08001558603491271;0.11004615384615385;6
Costa Coffee;1103;31652;0.003438279301745636;0.004057948717948718;16
Costco;770;21238;0.0024002493765586034;0.002722820512820513;0
Costume (apparel);43699;1121600;0.13621882793017456;0.1437948717948718;46
Costume jewelry;36618;1067297;0.11414588528678304;0.1368329487179487;21
Cottage (architecture);59365;1466750;0.18505299251870325;0.18804487179487178;61
Cotton;24136;756170;0.07523690773067332;0.0969448717948718;10
Coty, Inc.;1368;40001;0.0042643391521197;0.005128333333333334;14
Counter-Strike: Global Offensive;7513;176024;0.023419576059850376;0.022567179487179487;50
Country music;35682;941455;0.1112281795511222;0.12069935897435898;38
Countryside Mitsubishi;1426;22655;0.004445137157107232;0.0029044871794871793;92
Coupons;96125;2338585;0.2996415211970075;0.29981858974358977;74
Courvoisier;2199;63565;0.006854738154613466;0.008149358974358974;15
Coworking;29999;597423;0.09351309226932668;0.0765926923076923;82
Crab;4968;127353;0.015486284289276809;0.016327307692307693;33
Crafts;118379;3529769;0.36901184538653364;0.4525344871794872;31
Cream;13063;332716;0.040720074812967584;0.042655897435897434;37
Creative entrepreneurship;95867;2179683;0.2988372817955112;0.27944653846153844;83
Creative writing;25626;830550;0.07988154613466335;0.10648076923076923;8
Creativity;52894;1363920;0.16488154613466335;0.17486153846153846;49
Credit (Finance);65770;1277774;0.20501870324189525;0.1638171794871795;91
Credit cards;53927;1083974;0.16810162094763093;0.13897102564102565;87
Crest (toothpaste);8144;213152;0.02538653366583541;0.027327179487179488;30
Cricket;19385;589771;0.06042705735660848;0.07561166666666666;13
Cricket World Cup;5515;192839;0.01719139650872818;0.02472294871794872;4
Crime fiction;20291;605173;0.06325124688279302;0.07758628205128205;15
Criminal Minds;3514;81132;0.010953865336658354;0.010401538461538462;50
Criquet World Cup;5663;196360;0.01765274314214464;0.025174358974358973;4
Cristal (wine);2566;57679;0.007998753117206983;0.0073947435897435895;55
Cristiano Ronaldo;22618;673130;0.07050498753117207;0.08629871794871795;15
Cristóbal Balenciaga (fashion designer);1416;57756;0.004413965087281795;0.0074046153846153845;1
Crocs;3817;107672;0.011898379052369077;0.013804102564102564;19
Crop (agriculture);44575;1035054;0.1389495012468828;0.13269923076923076;67
CrossFit;69860;1804877;0.21776807980049875;0.23139448717948718;54
Crossfit Training;2197;88439;0.006848503740648379;0.011338333333333334;1
Crossword;13018;329693;0.040579800498753114;0.04226833333333333;38
Crowdfunding;26311;558448;0.08201683291770574;0.07159589743589743;75
Cruises;74197;1782744;0.23128740648379054;0.22855692307692307;70
Crunch (exercise);6348;166831;0.019788029925187033;0.021388589743589745;29
Crunch Fitness;2074;54146;0.006465087281795511;0.006941794871794872;29
Crunch Fitness;2142;56125;0.006677057356608479;0.00719551282051282;28
Crunchyroll;1709;55006;0.005327306733167082;0.007052051282051282;7
Cruzeiro Esporte Clube (soccer team);463;39418;0.0014432668329177056;0.005053589743589743;0
Crystal;15713;461008;0.04898067331670823;0.05910358974358974;16
Crystal Palace F.C.;2472;56746;0.00770573566084788;0.007275128205128205;51
Cue sports;20031;457987;0.06244077306733167;0.05871628205128205;60
Cuisinart;24794;589198;0.07728802992518703;0.07553820512820512;55
Cuisine;192741;4601096;0.6008135910224439;0.5898841025641026;90
Culinary art;65595;1601337;0.20447319201995012;0.20529961538461539;65
Culinary tourism;8713;178709;0.027160224438902744;0.022911410256410258;73
Cultural heritage;69027;1646351;0.2151714463840399;0.21107064102564102;70
Cultural history;54348;1250983;0.1694139650872818;0.1603824358974359;72
Cupcake (baked goods);26048;906376;0.08119700748129675;0.11620205128205129;4
Curly Hair (hair care);6789;281479;0.021162718204488777;0.03608705128205128;1
Currency;24281;487566;0.07568890274314215;0.06250846153846154;80
Current events;114973;3309503;0.35839463840399005;0.4242952564102564;40
Custom car;85598;1494974;0.26682668329177056;0.19166333333333332;97
Customer Service;96680;2054602;0.3013715710723192;0.2634105128205128;89
Customer engagement;2815;61785;0.008774937655860349;0.007921153846153847;59
Customer experience;16195;331340;0.050483167082294264;0.04247948717948718;76
Customer relationship management;29445;616350;0.09178615960099751;0.07901923076923077;77
Customer support;22779;478101;0.0710068578553616;0.061295;75
Cuteness (social concept);2496;129972;0.007780548628428928;0.016663076923076923;0
Cutting board;29527;706896;0.09204177057356608;0.09062769230769231;55
Cyberpunk 2077;3020;72746;0.009413965087281796;0.009326410256410256;43
Cybex International;10843;265082;0.0337998753117207;0.03398487179487179;43
Cycle sport;69902;1596049;0.2178990024937656;0.20462166666666667;77
Cycling;159161;3929848;0.49613778054862845;0.5038266666666666;83
Cycling team;49430;1113433;0.15408354114713216;0.1427478205128205;74
Cyril Lignac (chef);3403;120588;0.01060785536159601;0.01546;3
D4C;6336;122809;0.019750623441396508;0.01574474358974359;78
DC Comics;16317;474570;0.05086346633416459;0.060842307692307696;17
DC Shoes;4390;102780;0.013684538653366584;0.013176923076923077;49
DC Universe;8759;250977;0.02730361596009975;0.032176538461538465;18
DHL Express;7715;182133;0.02404925187032419;0.023350384615384617;49
DIY (magazine);12905;255359;0.040227556109725685;0.032738333333333335;78
DIY Home Improvement (Topic);235461;5927949;0.7339806733167082;0.7599934615384616;89
DIY Network;13866;288169;0.043223192019950125;0.03694474358974359;73
DJ Khaled;979;27086;0.0030517456359102245;0.0034725641025641026;0
DJ Snake;1449;36516;0.004516832917705735;0.004681538461538462;35
Daddy Yankee (musical artist);13398;476679;0.0417643391521197;0.061112692307692305;3
Daft Punk;3346;88361;0.010430174563591023;0.011328333333333333;27
Daikin;13304;253019;0.0414713216957606;0.03243833333333333;81
Dainese;30756;639030;0.09587281795511222;0.08192692307692308;78
Dairy;12660;340170;0.03946384039900249;0.04361153846153846;28
Dairy Alternatives (Cultural Trend);2269;80363;0.007072942643391521;0.010302948717948717;3
Dairy farming;31015;637760;0.09668017456359103;0.08176410256410256;79
Dairy product;43194;1092959;0.13464463840399002;0.14012294871794873;49
Dakar Rally;18251;321879;0.05689214463840399;0.04126653846153846;89
Dallas Cowboys (American football team);910;20168;0.0028366583541147134;0.002585641025641026;0
Dallas Mavericks (basketball team);1482;40063;0.004619700748129675;0.005136282051282051;24
Damiani (jewelry company);1206;37089;0.0037593516209476307;0.004755;10
Dance music;67021;2032777;0.20891832917705735;0.2606124358974359;19
Daniel Craig;1009;20839;0.0031452618453865337;0.002671666666666667;68
Daniel Ricciardo;5377;99792;0.016761221945137156;0.012793846153846154;81
Danish design;20629;555961;0.06430486284289277;0.07127705128205128;30
Dark fantasy;5629;187961;0.017546758104738155;0.0240975641025641;6
Darts;33617;773083;0.10479114713216958;0.09911320512820512;64
Data;16962;377452;0.05287406483790524;0.04839128205128205;64
Daughter;2805;77040;0.008743765586034912;0.009876923076923077;22
Dave Chappelle;3639;100517;0.01134351620947631;0.012886794871794872;21
David Beckham;2460;57269;0.007668329177057356;0.007342179487179487;49
David Bowie;12498;327380;0.03895885286783042;0.04197179487179487;32
David Guetta;15499;509847;0.04831359102244389;0.065365;6
David Yurman (jewelry);4141;108554;0.012908354114713217;0.013917179487179488;29
Davis Cup;2892;73294;0.00901496259351621;0.009396666666666666;34
Day care;23724;724455;0.07395261845386533;0.09287884615384616;13
Day trading;44161;1162588;0.13765897755610973;0.1490497435897436;41
Daytona International Speedway;1491;29747;0.0046477556109725685;0.0038137179487179487;73
De Bijenkorf;25213;759229;0.07859413965087282;0.09733705128205128;14
De La Ghetto (musical artist);3891;94569;0.012129052369077306;0.012124230769230769;41
De'Longhi;13586;305216;0.0423503740648379;0.03913025641025641;60
DeWalt;35098;674569;0.1094077306733167;0.08648320512820513;86
Deadlift;15145;401334;0.047210099750623444;0.05145307692307692;31
Deal of the day;64916;1585755;0.202356608478803;0.20330192307692307;64
Death Note;7179;215182;0.0223784289276808;0.027587435897435897;13
Debenhams;3945;112064;0.012297381546134663;0.014367179487179487;18
Debit MasterCard;3048;66587;0.009501246882793017;0.008536794871794871;60
Debit card;21117;435911;0.06582605985037407;0.05588602564102564;76
Decathlon;30276;709246;0.09437655860349127;0.09092897435897436;60
Deck (building);20301;396830;0.06328241895261845;0.05087564102564102;81
Deco;31018;731704;0.09668952618453866;0.09380820512820513;59
Decorative arts;102512;2605622;0.3195511221945137;0.33405410256410256;68
Deep Purple;4027;103552;0.012552992518703242;0.013275897435897436;32
Deepika Padukone;2271;85216;0.007079177057356609;0.010925128205128205;2
Deer hunting;13240;300352;0.041271820448877804;0.03850666666666667;58
Deezer;22456;546462;0.07;0.07005923076923076;49
Delivery order;6905;177456;0.021524314214463842;0.02275076923076923;33
Dell;10626;219977;0.033123441396508725;0.02820217948717949;72
Deloitte;3972;86145;0.012381546134663341;0.01104423076923077;62
Delta Air Lines;3867;90674;0.01205423940149626;0.011624871794871795;48
Demi Lovato;2261;70832;0.007048004987531172;0.009081025641025642;9
Denim;21556;689221;0.06719451371571072;0.08836166666666667;9
Dental Care Alliance;4865;87250;0.015165211970074814;0.011185897435897436;84
Dental insurance;6225;127599;0.019404613466334163;0.016358846153846154;72
Denver Nuggets (basketball team);1614;44280;0.005031172069825437;0.005676923076923077;22
Denzel Washington;1107;26538;0.0034507481296758105;0.0034023076923076923;43
Department store;51133;1413287;0.15939214463840398;0.18119064102564103;33
Deposit account;22560;442962;0.07032418952618454;0.05679;81
Design;225762;5779352;0.7037468827930174;0.7409425641025641;86
Desigual;1173;68209;0.0036564837905236906;0.00874474358974359;0
Desk;32195;799739;0.10035847880299252;0.10253064102564102;49
Desktop computers;46556;1058432;0.14512468827930175;0.13569641025641024;71
Desserts;77886;2286758;0.242786783042394;0.2931741025641026;27
Destiny (video game);1400;33667;0.004364089775561097;0.004316282051282051;42
Detective fiction;9714;279108;0.030280548628428928;0.035783076923076924;18
Detergent;15851;385754;0.04941084788029925;0.049455641025641026;46
Dettol (cleaning);1153;24535;0.003594139650872818;0.0031455128205128205;64
Deutsche Bank;7242;138211;0.022574812967581046;0.017719358974358973;80
Developmental psychology;26667;765845;0.08312655860349127;0.09818525641025641;21
Dexter (TV series);1986;48012;0.006190773067331671;0.0061553846153846155;42
DiGiorno;13617;279123;0.04244700748129676;0.035785;75
Diabetes;5072;112944;0.015810473815461346;0.01448;58
Diablo (series);3565;83894;0.01111284289276808;0.010755641025641026;47
Diadem;7501;132001;0.02338216957605985;0.016923205128205127;87
Diamond;38705;1163424;0.12065149625935162;0.14915692307692308;16
Diamond Blade Warehouse;5985;98359;0.01865648379052369;0.012610128205128204;91
Diane von Fürstenberg (fashion designer);862;42018;0.0026870324189526185;0.005386923076923077;0
Diary (hobbies);7641;234841;0.02381857855361596;0.030107820512820512;11
Dick's Sporting Goods (sporting goods);2576;72063;0.00802992518703242;0.009238846153846153;20
Dickies;4711;133476;0.014685162094763093;0.017112307692307694;19
Diesel (brand);6522;159340;0.020330423940149625;0.02042820512820513;42
Diesel engine (vehicles);25814;446240;0.08046758104738154;0.05721025641025641;92
Diesel fuel (energy & utilities);13734;264192;0.04281172069825436;0.03387076923076923;81
Diet Coke;5794;136273;0.018061097256857856;0.017470897435897435;48
Diet soda;2169;59932;0.006761221945137157;0.007683589743589744;21
Digital art;17988;496565;0.05607231920199501;0.06366217948717949;25
Digital audio workstation;14145;315754;0.0440928927680798;0.04048128205128205;62
Digital currency;11619;246453;0.036218827930174564;0.03159653846153846;69
Digital data;12053;257452;0.0375716957605985;0.03300666666666666;68
Digital marketing;71563;1789199;0.22307668329177058;0.22938448717948717;62
Digital media;45347;984315;0.14135598503740648;0.12619423076923078;77
Digital television;37652;787196;0.11736907730673317;0.1009225641025641;79
Digital wallet;32049;707040;0.09990336658354115;0.09064615384615385;71
Diners;61587;1479095;0.19197942643391522;0.1896275641025641;67
Dining room;92761;2311118;0.28915523690773065;0.2962971794871795;69
Dinner;73107;1894608;0.22788965087281796;0.24289846153846154;54
Dior Homme (apparel);4821;103986;0.015028054862842893;0.013331538461538462;63
Diplo;926;24411;0.0028865336658354113;0.0031296153846153848;0
Diptyque (cosmetics);2257;71006;0.007035536159600998;0.009103333333333333;8
DirecTV;9465;200731;0.02950436408977556;0.025734743589743588;68
Direct marketing;15754;355269;0.04910847880299252;0.04554730769230769;61
Disco;21053;542608;0.06562655860349127;0.06956512820512821;38
Discount stores;102150;2487643;0.3184226932668329;0.31892858974358973;75
Discounting;85334;2195010;0.26600374064837906;0.28141153846153844;60
Discounts and allowances;102953;2611336;0.32092581047381546;0.3347866666666667;68
Discovery Channel;9361;210200;0.02918017456359102;0.02694871794871795;58
Dish Network;1299;28143;0.00404925187032419;0.003608076923076923;61
Dishwasher;47477;1130178;0.14799563591022444;0.14489461538461537;64
Disney Channel;13633;357638;0.04249688279301746;0.04585102564102564;32
Disney Junior;12647;320934;0.039423316708229426;0.04114538461538462;37
Disney Princess (media franchise);20017;592233;0.06239713216957606;0.0759273076923077;15
Disney XD;3419;80286;0.010657730673316709;0.010293076923076924;47
Disneyland Paris (theme park);23061;673814;0.07188591022443891;0.08638641025641025;18
Displate;11602;212571;0.03616583541147132;0.027252692307692308;84
Distance education;19975;519791;0.062266209476309224;0.0666398717948718;36
Distilled beverage;82000;2098932;0.25561097256857856;0.26909384615384613;60
Distribution (business);113801;2638503;0.3547412718204489;0.33826961538461536;83
Divalto;17094;302458;0.053285536159601;0.03877666666666667;89
Diving;9714;199897;0.030280548628428928;0.025627820512820514;73
Do it yourself (DIY);185914;4262438;0.5795324189526184;0.5464664102564103;93
Docudrama;1412;57931;0.004401496259351621;0.007427051282051282;1
Documentary movies;69914;1942093;0.21793640897755612;0.24898628205128207;37
Documentary photography;16765;440413;0.05225997506234414;0.05646320512820513;33
Dodge;39797;684811;0.12405548628428928;0.08779628205128205;94
Dodge Durango (vehicle);1740;28913;0.005423940149625935;0.0037067948717948718;89
Dodge Ram (vehicle);25279;434657;0.0787998753117207;0.05572525641025641;92
Dogfish Head Brewery;4389;87961;0.01368142144638404;0.011277051282051281;74
Dogs;152842;4205264;0.47644014962593517;0.5391364102564102;62
Dogs (Topic);160551;4548169;0.5004706982543641;0.5830985897435897;55
Dolby Atmos;1021;20317;0.003182668329177057;0.0026047435897435895;73
Dolce & Gabbana;45296;1152136;0.14119700748129677;0.1477097435897436;49
Dolly Parton;1857;53587;0.005788653366583541;0.006870128205128205;15
Domino's Pizza;32161;796280;0.10025249376558604;0.10208717948717949;50
Don Omar (musical artist);4814;124094;0.015006234413965088;0.01590948717948718;32
Donation (social causes);47947;1181131;0.14946072319201995;0.15142705128205128;57
